case_id,variant_id,block_count,seed,payload,result_class,failure_reasons,contract_hash_status,contract_hash_missing_fields,contract_hash_mismatch_fields,accepted_under_exact_gate,accepted_under_rs_gate,verifier_success,decoded_payload,slot_bucket_accuracy,symbol_error_count,erasure_count,match_ratio,train_summary_path,eval_summary_path
B1_U03_s23,B1,1,23,U03,method_failure,"accepted_under_exact_gate,verifier_success,decoded_payload_correct",match,,,False,False,False,,0.5,1,0,0.5,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/final/b1/U03_s23/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s23__6f2c1cf__20260425T185009050900Z/train_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/final/b1/U03_s23/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s23__6f2c1cf__20260426T001428683396Z/eval_summary.json
B1_U12_s23,B1,1,23,U12,method_failure,"accepted_under_exact_gate,verifier_success,decoded_payload_correct",match,,,False,False,False,,0.5,1,0,0.5,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/final/b1/U12_s23/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s23__6f2c1cf__20260425T185009074657Z/train_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/final/b1/U12_s23/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s23__6f2c1cf__20260426T001428705600Z/eval_summary.json
B1_U15_s23,B1,1,23,U15,method_failure,"accepted_under_exact_gate,verifier_success,decoded_payload_correct",match,,,False,False,False,,0.0,1,0,0.0,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/final/b1/U15_s23/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s23__6f2c1cf__20260425T185009099592Z/train_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/final/b1/U15_s23/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s23__6f2c1cf__20260426T001428730178Z/eval_summary.json
B4_U12_s23,B4,4,23,U12,method_failure,"accepted_under_exact_gate,verifier_success,decoded_payload_correct",match,,,False,False,False,,0.75,1,0,0.75,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/final/b4/U12_s23/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s23__6f2c1cf__20260425T185009648243Z/train_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/final/b4/U12_s23/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s23__6f2c1cf__20260426T001429280528Z/eval_summary.json
